FirstPractice,season,raceName,ThirdPractice,SecondPractice,Qualifying,round,time,date,Circuit,url,Sprint
,2012,Canadian Grand Prix,,,,7,18:00:00Z,2012-06-10,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,
,2012,European Grand Prix,,,,8,12:00:00Z,2012-06-24,"{'circuitId': 'valencia', 'url': 'http://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2012_European_Grand_Prix,
,2012,British Grand Prix,,,,9,12:00:00Z,2012-07-08,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2012_British_Grand_Prix,
,2012,German Grand Prix,,,,10,12:00:00Z,2012-07-22,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2012_German_Grand_Prix,
,2012,Hungarian Grand Prix,,,,11,12:00:00Z,2012-07-29,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,
,2012,Belgian Grand Prix,,,,12,12:00:00Z,2012-09-02,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,
,2012,Italian Grand Prix,,,,13,12:00:00Z,2012-09-09,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,
,2012,Singapore Grand Prix,,,,14,12:00:00Z,2012-09-23,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,
,2012,Japanese Grand Prix,,,,15,06:00:00Z,2012-10-07,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,
,2012,Korean Grand Prix,,,,16,06:00:00Z,2012-10-14,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,
,2012,Indian Grand Prix,,,,17,09:30:00Z,2012-10-28,"{'circuitId': 'buddh', 'url': 'http://en.wikipedia.org/wiki/Buddh_International_Circuit', 'circuitName': 'Buddh International Circuit', 'Location': {'lat': '28.3487', 'long': '77.5331', 'locality': 'Uttar Pradesh', 'country': 'India'}}",http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,
,2012,Abu Dhabi Grand Prix,,,,18,13:00:00Z,2012-11-04,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,
,2012,United States Grand Prix,,,,19,19:00:00Z,2012-11-18,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,
,2012,Brazilian Grand Prix,,,,20,16:00:00Z,2012-11-25,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,
,2013,Australian Grand Prix,,,,1,06:00:00Z,2013-03-17,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,
,2013,Malaysian Grand Prix,,,,2,08:00:00Z,2013-03-24,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,
,2013,Chinese Grand Prix,,,,3,07:00:00Z,2013-04-14,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,
,2013,Bahrain Grand Prix,,,,4,12:00:00Z,2013-04-21,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,
,2013,Spanish Grand Prix,,,,5,12:00:00Z,2013-05-12,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,
,2013,Monaco Grand Prix,,,,6,12:00:00Z,2013-05-26,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,
,2013,Canadian Grand Prix,,,,7,18:00:00Z,2013-06-09,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,
,2013,British Grand Prix,,,,8,12:00:00Z,2013-06-30,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2013_British_Grand_Prix,
,2013,German Grand Prix,,,,9,12:00:00Z,2013-07-07,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2013_German_Grand_Prix,
,2013,Hungarian Grand Prix,,,,10,12:00:00Z,2013-07-28,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,
,2013,Belgian Grand Prix,,,,11,12:00:00Z,2013-08-25,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,
,2013,Italian Grand Prix,,,,12,12:00:00Z,2013-09-08,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,
,2013,Singapore Grand Prix,,,,13,12:00:00Z,2013-09-22,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,
,2013,Korean Grand Prix,,,,14,06:00:00Z,2013-10-06,"{'circuitId': 'yeongam', 'url': 'http://en.wikipedia.org/wiki/Korean_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.7333', 'long': '126.417', 'locality': 'Yeongam County', 'country': 'Korea'}}",http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,
,2013,Japanese Grand Prix,,,,15,06:00:00Z,2013-10-13,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,
,2013,Indian Grand Prix,,,,16,09:30:00Z,2013-10-27,"{'circuitId': 'buddh', 'url': 'http://en.wikipedia.org/wiki/Buddh_International_Circuit', 'circuitName': 'Buddh International Circuit', 'Location': {'lat': '28.3487', 'long': '77.5331', 'locality': 'Uttar Pradesh', 'country': 'India'}}",http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,
,2013,Abu Dhabi Grand Prix,,,,17,13:00:00Z,2013-11-03,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,
,2013,United States Grand Prix,,,,18,19:00:00Z,2013-11-17,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,
,2013,Brazilian Grand Prix,,,,19,16:00:00Z,2013-11-24,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,
,2014,Australian Grand Prix,,,,1,06:00:00Z,2014-03-16,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,
,2014,Malaysian Grand Prix,,,,2,08:00:00Z,2014-03-30,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,
,2014,Bahrain Grand Prix,,,,3,15:00:00Z,2014-04-06,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,
,2014,Chinese Grand Prix,,,,4,07:00:00Z,2014-04-20,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,
,2014,Spanish Grand Prix,,,,5,12:00:00Z,2014-05-11,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,
,2014,Monaco Grand Prix,,,,6,12:00:00Z,2014-05-25,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,
,2014,Canadian Grand Prix,,,,7,18:00:00Z,2014-06-08,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,
,2014,Austrian Grand Prix,,,,8,12:00:00Z,2014-06-22,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,
,2014,British Grand Prix,,,,9,12:00:00Z,2014-07-06,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2014_British_Grand_Prix,
,2014,German Grand Prix,,,,10,12:00:00Z,2014-07-20,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",http://en.wikipedia.org/wiki/2014_German_Grand_Prix,
,2014,Hungarian Grand Prix,,,,11,12:00:00Z,2014-07-27,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix,
,2014,Belgian Grand Prix,,,,12,12:00:00Z,2014-08-24,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix,
,2014,Italian Grand Prix,,,,13,12:00:00Z,2014-09-07,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix,
,2014,Singapore Grand Prix,,,,14,12:00:00Z,2014-09-21,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix,
,2014,Japanese Grand Prix,,,,15,06:00:00Z,2014-10-05,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix,
,2014,Russian Grand Prix,,,,16,11:00:00Z,2014-10-12,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix,
,2014,United States Grand Prix,,,,17,20:00:00Z,2014-11-02,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix,
,2014,Brazilian Grand Prix,,,,18,16:00:00Z,2014-11-09,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix,
,2014,Abu Dhabi Grand Prix,,,,19,13:00:00Z,2014-11-23,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,
,2015,Australian Grand Prix,,,,1,05:00:00Z,2015-03-15,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix,
,2015,Malaysian Grand Prix,,,,2,07:00:00Z,2015-03-29,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix,
,2015,Chinese Grand Prix,,,,3,06:00:00Z,2015-04-12,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix,
,2015,Bahrain Grand Prix,,,,4,15:00:00Z,2015-04-19,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix,
,2015,Spanish Grand Prix,,,,5,12:00:00Z,2015-05-10,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix,
,2015,Monaco Grand Prix,,,,6,12:00:00Z,2015-05-24,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix,
,2015,Canadian Grand Prix,,,,7,18:00:00Z,2015-06-07,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix,
,2015,Austrian Grand Prix,,,,8,12:00:00Z,2015-06-21,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,
,2015,British Grand Prix,,,,9,12:00:00Z,2015-07-05,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",http://en.wikipedia.org/wiki/2015_British_Grand_Prix,
,2015,Hungarian Grand Prix,,,,10,12:00:00Z,2015-07-26,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix,
,2015,Belgian Grand Prix,,,,11,12:00:00Z,2015-08-23,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix,
,2015,Italian Grand Prix,,,,12,12:00:00Z,2015-09-06,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix,
,2015,Singapore Grand Prix,,,,13,12:00:00Z,2015-09-20,"{'circuitId': 'marina_bay', 'url': 'http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",http://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix,
,2015,Japanese Grand Prix,,,,14,05:00:00Z,2015-09-27,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",http://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix,
,2015,Russian Grand Prix,,,,15,11:00:00Z,2015-10-11,"{'circuitId': 'sochi', 'url': 'http://en.wikipedia.org/wiki/Sochi_Autodrom', 'circuitName': 'Sochi Autodrom', 'Location': {'lat': '43.4057', 'long': '39.9578', 'locality': 'Sochi', 'country': 'Russia'}}",http://en.wikipedia.org/wiki/2015_Russian_Grand_Prix,
,2015,United States Grand Prix,,,,16,19:00:00Z,2015-10-25,"{'circuitId': 'americas', 'url': 'http://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",http://en.wikipedia.org/wiki/2015_United_States_Grand_Prix,
,2015,Mexican Grand Prix,,,,17,19:00:00Z,2015-11-01,"{'circuitId': 'rodriguez', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez', 'circuitName': 'Autódromo Hermanos Rodríguez', 'Location': {'lat': '19.4042', 'long': '-99.0907', 'locality': 'Mexico City', 'country': 'Mexico'}}",http://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix,
,2015,Brazilian Grand Prix,,,,18,16:00:00Z,2015-11-15,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",http://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix,
,2015,Abu Dhabi Grand Prix,,,,19,13:00:00Z,2015-11-29,"{'circuitId': 'yas_marina', 'url': 'http://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix,
,2016,Australian Grand Prix,,,,1,05:00:00Z,2016-03-20,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,
